id,name,address,postcode,city,category,tags,creationyear,description
"les-joyeux-recycleurs","Les joyeux recycleurs","23 rue Condorcet","75009","Paris","Entreprise","environnement|recyclage","2013","« Les joyeux recycleurs » est une entreprise qui a pour mission d’améliorer le recyclage des déchets ménagers et de bureaux en apportant des solutions d'information et des solutions de collecte."
"les-marches-citoyens","Les Marchés Citoyens","24 rue Béranger 75003 Paris",,,"Entreprise",,"2006","L'agence accompagne ses clients sur les nouveaux médias et les nouvelles consommation, en conseil, production et édition web . Elle gère LeMarcheCitoyen.net et ConsommerAutrement.net"
"lesbarres-com","LesBarrés.com","36 rue des Bourdonnais",78000,"Versailles","Entreprise","ecommerce|applications mobiles",2012,"LesBarrés.com est LA première centrale en ligne qui permet aux internautes de réserver ou de privatiser gratuitement un bar ou un club pour leur évènement privé ou professionnel tout en leur faisant bénéficier de tarifs négociés sur les consommations"
"lesdedicacescom","Lesdedicaces.com","2 rue Saint-Médard","75005","Paris","Entreprise",,"2013","Lesdedicaces.com est le 1er moteur de recherche de séances de dédicaces. Il offre de nombreux services et permet à chacun-e de rencontrer l’auteur-e de son choix. La start-up est actuellement hébergée au Labo de l'édition."
"lesmobilizers","Lesmobilizers","127 rue d'Aboukir","75002","Paris","Entreprise","mobile|B2B","2009","Lesmobilizers est une agence spécialisée dans la conception et le développement d'applications mobiles innovantes."
"letmeknow","Letmeknow","85 rue de cléry",75002,"Paris","Entreprise","opensource|ecommerce|b2b|conseil",2013,"Letmeknow est une startup fondée en 2013.  Nous sommes le jumelage de 3 activités complémentaires:
- Commercialisation de matériels
- Formations à nos outils
- Conception d'objets intelligents et connectés"
"leuville-objects","Leuville Objects","3 rue de la Porte de Buc","78000","Versailles","Entreprise","informatique","1996","Leuville Objects est une société de conseil, d'ingénierie et de service en informatique spécialisée en architectures Objet et en technologies Java, SOA et UML, du serveur au mobile."
"levillagebyca","levillagebyca","55 RUE LA BOETIE","75008","PARIS","Incubateur","innovation|pépinière|showroom","2008","Le Village by CA est à la fois un centre d'open innovation, un showroom et une pépinière au service de projets innovants et de nouveaux talents."
"lexis-numerique","Lexis Numérique","7  rue Albert Einstein","77420","Champs-sur-Marne","Entreprise","jeux vidéo|transmédia|mobile","1990","Lexis Numérique est un studio de création transmédia qui développe des jeux vidéo et des applications mobiles."
"lheritier","Lheritier","Parc St Christophe, 10 avenue de l'Entreprise","95862","Cergy-Pontoise","Entreprise","sécurité","1988","LHERITIER conçoit et commercialise des caméras et des systèmes de vision complets à l’adresse des marchés de niche suivants : la Défense, la sécurité, l’imagerie médicale (ophtalmologie), l’industrie, le transport et les applications scientifiques."
"lightbulb-crew","LIGHTBULB CREW","14 rue Vauvenargues","75018","Paris","Entreprise","jeux vidéo|plateforme mobile|stratégie","2013","Lightbulb Crew est un jeune studio de développement de jeux vidéo spécialisé dans la réalisation de jeux de stratégie multijoueurs sur PC/MAC et sur plateforme mobile (IOS, Android)."
"lillo","Lillo","149  avenue du Maine","75014","Paris","Entreprise","Jeux vidéo|marketing","2011","Lillo propose une plateforme de mini-jeux en ligne qui permettent de gagner des chèques cadeaux."
"lima","Lima","61 rue de Sevres","92410","Ville d'Avray","Entreprise",,"2013","Lima est la première technologie qui vous permet d'avoir exactement les mêmes fichiers sur votre ordinateur, smartphone et tablette, quelle que soit la marque ou la taille initiale de l'appareil."
"limonetik","Limonetik","13 boulevard de Rochechouart","75009","Paris","Entreprise","paiement|ecommerce","2008","Limonetik est une plateforme monétique SaaS qui simplifie et accélère la connexion entre les moyens de paiements et les sites marchands."
"linagora","Linagora","80 rue Roque de Fillol","92800","Puteaux","Entreprise","opensource|B2B","2000","Linagora est un éditeur de logiciels de communication et de collaboration opensource qui propose également une gamme de services professionnels, de formations et de conseil."
"lincoln","Lincoln","4 rue Danjou","92100","Boulogne-Billancourt","Entreprise","systèmes d'information|conseil|ingénierie","2005","Société de services et de conseils en informatique"
"linedata","Linedata","31 avenue aristide briand",94110,"Arcueil","Entreprise","edition de logiciels|services",1998,"Linedata est un éditeur de solutions globales, dédiées à la communauté internationale des professionnels de l’asset management, de l’assurance et du crédit."
"lingueo","Lingueo","17 rue Eugène Varlin","75010","Paris","Entreprise","éducation|langues|visioconférence","2007","Lingueo propose aux entreprises et aux particuliers des cours de langues en visioconférence avec des professeurs particuliers natifs dans le monde entier."
"linkedin","LinkedIn","91 rue du Faubourg Saint-Honoré","75008","Paris","Entreprise","réseaux sociaux|professionnel","2003","Linkedin est un réseau social professionnel dont la mission est de connecter les professionnels du monde entre eux pour améliorer leur productivité."
"linkfluence","Linkfluence","153  boulevard Anatole France","93200","Saint Denis","Entreprise","websocial|monitoring","2006","Linkfluence est spécialisée dans le Social Media Intelligence et fournit des outils permettant d’écouter puis d’analyser la masse croissante des conversations du web social pour les transformer en recommandations et actions."
"linkility","Linkility","18 Rue Yves Toudic 75010 Paris",,,"Entreprise",,"2012","Linkility est une application mobile qui permet de rentrer en contact avec les personnes autour de soi."
"litteral","LittéraL","27 rue Pierre Dupont",92150,"Suresnes","Entreprise","r&d|ingénierie",1991,"Littéral est une société de services en ingéniérie informatique, spécialisée dans la réalisation de logiciels sur mesure pour l'industrie et la recherche."
"livingsocial","LivingSocial","3 rue du Colonel Moll","75017","Paris","Entreprise","bonsplans","2007","LivingSocial est une plateforme de ""deal-of-the-day"" qui propose des bons-cadeaux ou remises utilisables à destination des entreprises locales ou nationales."
"lltech","LLTech","29 rue du Faubourg Saint Jacques","75014","Paris","Entreprise","santé|optique|recherche","2009","Entreprise qui développe d'appareils d’imagerie médicale permettant la réalisation de biopsies optiques destinés aux marchés de la recherche et aux applications cliniques."
"localeo","Localeo","15 rue de l'Abbé Grégoire","75006","Paris","Entreprise","grc|collectivités|b2b","2002","Localeo est un fournisseur d’applications hébergées au service des collectivités territoriales, des associations ou organisations professionnelles qui servent à optimiser ou simplifier la Gestion Relation Citoyen."
"localers","Localers","10 rue Saint-Marc","75002","Paris","Entreprise","marketplace|tourisme","2012","Localers est une plateforme de vente d'excursions en ligne, originales et hors des sentiers battus pour les voyageurs étrangers en France."
"logilab","Logilab","104 boulevard Auguste Blanqui","75013","Paris","Entreprise","opensource|ocds","2000","Logilab développe des solutions logicielles innovantes dans les domaines de la gestion de connaissances et de l'informatique avancée, en utilisant des méthodes agiles."
"lokad","Lokad","14 Rue des Reculettes",75013,"Paris","Entreprise","ecommerce|marketplace|b2b|big data|cloud",2010,"Lokad propose un logiciel d'optimisation quantitative pour le commerce."
"look-my-body","Look My Body","123 Rue du vieux pont de sèvres",92100,"Boulogne Billancourt","Entreprise","ecommerce",2013,"It's so easy to change your body."
"loryon","Loryon","04, Avenue de l’Observatoire","75006","Paris","Entreprise","santé|big data|ssii","2012","Organisme agréé par l'ASN pour les contrôles réglementaires de radioprotection en application de l’article R.1333-95 du Code de la santé publique - et certifié pour le contrôle périodique des détecteurs de radioactivité."
"lost-in-immersion","Lost In Immersion","19 quai de l'Oise","75019","Paris","Entreprise","tourisme|immersion","2013","Connecter voyageurs et centres de langues. La première plateforme digitale dédié au séjour linguistique."
"loungeup","LoungeUp","82 rue du faubourg saint martin","75010","Paris","Entreprise","mobile|crm|B2B","2011","Plateforme mobile de relation client dédiée à l'industrie hôtelière"
"ls-telcom-sas","LS Telcom SAS","4, avenue Morane-Saulnier, Bât. A","78140","Velizy-Villacoublay","Entreprise","télécoms","2006","Fournisseur de solutions logicielles et des services associés destinés au marché des radiocommunications."
"ltu-technologies","LTU Technologies","132 Rue de Rivoli  75001 Paris","France",,"Entreprise",,"1999","Founded in 1999, LTU technologies is a company in the field of image recognition for commercial and government customers."
"luceor","Luceor","2 Place Jules Gevelot","92130","Issy-Les-Moulineaux Cedex","Entreprise","sécurité|télécoms","2005",
"lucky-cart","Lucky Cart","5 rue Thorel","75002","Paris","Entreprise","Jeux vidéo|marketing|ecommerce","2010","Lucky Cart développe pour les sites marchands et les marques des solutions ludiques qui exploitent le jeu et la chance comme leviers promotionnels e-commerce."
"lumento","Lumento","47 rue de la Villette","75019","Paris","Entreprise","film|photo|son","2012","Lumento réalise webdocs, films, photographies et sonore. Notre expertise va de l'artisan à la multinationale, de la start-up au musée d'art contemporain, de la musique de pub au documentaire de création. Avec au coeur de notre démarche, l'humain."
"lydia","Lydia","13 boulevard de Rochechouart","75009","Paris","Entreprise","portefeuille|mobile","2011","Lydia est une solution de portefeuille mobile pour le paiement et l'encaissement."
"lydia-solutions","Lydia Solutions","92 rue de Clery 75002 Paris",,,"Entreprise",,"2012","LYDIA est une application qui permet d'envoyer et de recevoir de l'argent, en un instant, avec son téléphone portable. A distance ou en face à face, LYDIA simplifie les échanges d'argent, pour les particuliers comme pour les professionnels."
"lynkware","Lynkware","1 rue Albert Einstein","77420","Champs sur Marne","Entreprise","marketing|mobile","2008","Lynkware est spécialisée dans les technologies et solutions de marketing mobile."
"lynx-technologies","Lynx Technologies","2 rue de Paris","92190","Meudon","Entreprise","systèmes d'information|conseil|sécurité","1998","Société de conseil spécialisée en sécurité des systèmes d'information"
"lysogene","LYSOGÈNE","52 rue de la Boétie","75008","Paris","Entreprise","santé","2009","Entreprise en développant de thérapies géniques ciblant les pathologies sévères d’origine génétique du système nerveux central chez l’enfant."
"m2m","M2M","1, rue de Terre Neuve","91940","Les Ulis","Entreprise","ocds|solutionM2M","2003","MDS développe un environnement d’aide à la conception de plateformes matérielles et au contrôle de flot (interoperabilité de outils entrant en jeu dans la création des systèmes électroniques)."
"m8","M8","Magellan, 7 rue Montespan","91024","Evry Cedex","Entreprise","ocds","1999",
"maarch","Maarch","11 boulevard du Sud Est","92000","Nanterre","Entreprise","opensource","2004","Maarch édite la solution Maarch Entreprise, première solution SAE entièrement Open Source."
"macauto","Macauto","75 rue de Lourmel","75015","Paris","Entreprise",,"2008","MacAUTO is the newly established coordinating body for automotive research and education at McMaster University."
"machines-dubuit","Machines Dubuit","10-12 rue du Ballon","93161","Noisy-Le-Grand","Entreprise","ocds","1955",
"made-in-3d","Made in 3D","1 rue de la fontaine",77700,"serris","Entreprise","opensource|3dprinting|modélisation 3d|numérisation 3d|fablab",2014,"Pôle d'impression 3D, notre studio imprime et réalise vos projets. Du prototype à la série, nous concevons à vos côtés votre idée pour la faire émerger"
"madmagz","Madmagz","80 rue des haies",75020,"Paris","Entreprise","magazine|édition|b2b|éducation|communication",2010,"Madmagz est une application en ligne qui permet de créer des magazines web ou papier."
"magic-software-entreprises","Magic Software Entreprises
","9 rue Henri Martin","92100","Boulogne-Billancourt","Entreprise","conseil|ingénierie","1983","Société proposant des solutions multi-canal aux entreprises"
"magillem-design-services","Magillem Design Services","4 rue de la Pierre Levee","75011","Paris","Entreprise","ocds","2006","Magillem propose à des grands comptes, dans des domaines industriels très variés, un ensemble d’outils logiciels et de services réduisant de manière drastique le cout global des projets et des taches complexes"
"mailforgood","Mailforgood","15 rue Jean-Baptiste Berlier","75013","Paris","Entreprise","socialgood|association","2009","Mailforgood propose aux internautes de nouvelles façons d'aider des associations."
"mailjet","Mailjet","37 bis rue du Sentier","75002","Paris","Entreprise","emailing","2010","Mailjet est une solution de routage d’emails, permettant de créer, envoyer et suivre en temps réel des messages marketing et transactionnels de manière plus simple, plus rapide et avec un niveau de délivrabilité supérieur."
"maintag","Maintag","8 rue Edouard Vallerand","94100","Saint Maur des Fosses","Entreprise","ocds","2004","MAINtag,has established an industry leadership position in aerospace parts marking delivering RFID FLYtag® solutions through more than 45 tier-ones A/C manufacturers."
"mairie-du-perray-en-yvelines","Mairie du Perray en Yvelines","Place de la Mairie",78610,"Le Perray en yvelines","Acteur public","#e-administration",2012,"Mairie connectée acteur du Web"
"makazi","Makazi","96 boulevard Haussmann","75008","Paris","Entreprise",,"2008","Makazi propose aux annonceurs une approche conciliant performance immédiate et valorisation maximale du portefeuille de clients dans la durée, grâce à l’enrichissement continu des données sur l’audience et à la maîtrise de la pression marketing."
"make-different","MAKE DIFFERENT","Immeuble ORDINAL, Rue des Chauffours","95000","CERGY","Entreprise","agence|communication|web|B2B","2013","MAKE DIFFERENT est une agence de communication web à taille humaine, basée à CERGY dans le Val d'Oise (95). Création de sites web et d'applications mobiles, graphismes et identité visuelle, print, community management, webmarketing et référencement."
