official,office,fonction,direction,date,lobby,lobby_id,subject,location,canceled,source
Markus Schulte,Digital Economy,Commissioner's Cabinet,,2015-01-12,HSBC Holdings PLC,001866415031-87,Findings of the GROU020,Berlaymont,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=595cf53f-c018-4fc8-afa0-9d66c289795c&d-6679426-p=36
Michael Hager Markus Schulte,Digital Economy,Commissioner's Cabinet,,2015-01-07,Verband der Anbieter von Telekommunikations- und Mehrwertdiensten (VATM),10256986723-88,Telecoms Single Market + Broadband,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=595cf53f-c018-4fc8-afa0-9d66c289795c&d-6679426-p=36
Eric Mamer,Digital Economy,Commissioner's Cabinet,,2015-01-07,Federation of European Publishers (FEP-FEE),398541467-53,"Copyright, TVA",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=595cf53f-c018-4fc8-afa0-9d66c289795c&d-6679426-p=36
Michael Hager,Digital Economy,Commissioner's Cabinet,,2015-01-06,ARD Verbindungsbüro Brüssel,6774178922-55,Digitale Wirtschaft und Gesellschaft,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=595cf53f-c018-4fc8-afa0-9d66c289795c&d-6679426-p=37
Michael Hager,Digital Economy,Commissioner's Cabinet,,2014-12-22,EuroCommerce,84973761187-60,Digital Agenda,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=595cf53f-c018-4fc8-afa0-9d66c289795c&d-6679426-p=37
Michael Hager,Digital Economy,Commissioner's Cabinet,,2014-12-22,Microsoft Corporation,0801162959-21,Digital market regulation / Digital skills,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=595cf53f-c018-4fc8-afa0-9d66c289795c&d-6679426-p=37
Michael Hager,Digital Economy,Commissioner's Cabinet,,2014-12-19,Verband der Anbieter von Telekommunikations- und Mehrwertdiensten (VATM),10256986723-88,Telecoms Single Market + Broadband,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=595cf53f-c018-4fc8-afa0-9d66c289795c&d-6679426-p=37
Eric Mamer,Digital Economy,Commissioner's Cabinet,,2014-12-17,European Competitive Telecommuniations Association (ECTA),24627752238-32,Telecom Single Market,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=595cf53f-c018-4fc8-afa0-9d66c289795c&d-6679426-p=37
Michael Hager,Digital Economy,Commissioner's Cabinet,,2014-12-16,IFPI Representing recording industry worldwide (I.F.P.I.),60394321918-91,Copyright,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=595cf53f-c018-4fc8-afa0-9d66c289795c&d-6679426-p=37
Eric Mamer,Digital Economy,Commissioner's Cabinet,,2014-12-16,ORGALIME (ORGALIME),20210641335-88,Investment plan,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=595cf53f-c018-4fc8-afa0-9d66c289795c&d-6679426-p=37
Eric Mamer,Digital Economy,Commissioner's Cabinet,,2014-12-16,SALESAS TRES CENTRO DE ESTUDIOS,400183910694-08,Digital Single Market,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=595cf53f-c018-4fc8-afa0-9d66c289795c&d-6679426-p=37
Michael Hager,Digital Economy,Commissioner's Cabinet,,2014-12-15,LeGuide.com (LeGuide),099112415244-08,Platform regulation,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=595cf53f-c018-4fc8-afa0-9d66c289795c&d-6679426-p=37
Michael Hager,Digital Economy,Commissioner's Cabinet,,2014-12-12,European Telecommunications Network Operators' Association (ETNO),08957111909-85,"Telecom Single Market, Trust and Security",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=595cf53f-c018-4fc8-afa0-9d66c289795c&d-6679426-p=37
Michael Hager,Digital Economy,Commissioner's Cabinet,,2014-12-12,Bundesverband der Deutschen Industrie e.V. (BDI),1771817758-48,Digitale Transformation der Industrie,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=595cf53f-c018-4fc8-afa0-9d66c289795c&d-6679426-p=38
Michael Hager,Digital Economy,Commissioner's Cabinet,,2014-12-11,"Bundesverband Informationswirtschaft, Telekommunikation und neue Medien e. V. (BITKOM)",5351830264-31,Digitale Agenda / Digitaler Binnenmarkt,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=595cf53f-c018-4fc8-afa0-9d66c289795c&d-6679426-p=38
Michael Hager,Digital Economy,Commissioner's Cabinet,,2014-12-10,"Bundesverband Informationswirtschaft, Telekommunikation und neue Medien e. V. (BITKOM)",5351830264-31,The new Commission and its priorities,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=595cf53f-c018-4fc8-afa0-9d66c289795c&d-6679426-p=38
Michael Hager Eric Mamer,Digital Economy,Commissioner's Cabinet,,2014-12-09,Vodafone Belgium SA (VBSA),90142503473-81,Digital Single Market,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=595cf53f-c018-4fc8-afa0-9d66c289795c&d-6679426-p=38
Eric Mamer,Digital Economy,Commissioner's Cabinet,,2014-12-09,BT Group plc (BT),00919034091-89,Digital Single Market,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=595cf53f-c018-4fc8-afa0-9d66c289795c&d-6679426-p=38
Eric Mamer,Digital Economy,Commissioner's Cabinet,,2014-12-05,Alcatel-Lucent (ALU),78432668420-81,Digital Single Market,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=595cf53f-c018-4fc8-afa0-9d66c289795c&d-6679426-p=38
Michael Hager,Digital Economy,Commissioner's Cabinet,,2014-12-04,DIGITALEUROPE (DE),64270747023-20,Digital Economy,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=595cf53f-c018-4fc8-afa0-9d66c289795c&d-6679426-p=38
Marlene Holzner,Digital Economy,Commissioner's Cabinet,,2014-12-04,"Lear, laboratorio di economia, antitrust e regolamentazione (Learlab)",35278583229-25,Telecom Single Market/Audiovisual Policy/Copyright/Spectrum Policy,BERL 9,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=595cf53f-c018-4fc8-afa0-9d66c289795c&d-6679426-p=38
Eric Mamer,Digital Economy,Commissioner's Cabinet,,2014-12-04,Orange,76704342721-41,Digital Single Market,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=595cf53f-c018-4fc8-afa0-9d66c289795c&d-6679426-p=38
Michael Hager,Digital Economy,Commissioner's Cabinet,,2014-12-03,Liberty Global PLC. (LGI),82853397708-89,Regulatory framework,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=595cf53f-c018-4fc8-afa0-9d66c289795c&d-6679426-p=38
Markus Schulte,Digital Economy,Commissioner's Cabinet,,2014-12-03,Statnett,05001306886-41,Smart Grids,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=595cf53f-c018-4fc8-afa0-9d66c289795c&d-6679426-p=39
Marlene Holzner,Digital Economy,Commissioner's Cabinet,,2014-12-03,British Broadcasting Corporation (BBC),336906714921-03,Digital Single Market/Radiospectrum/Telecoms Single Market,BERL 9,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=595cf53f-c018-4fc8-afa0-9d66c289795c&d-6679426-p=39
Michael Hager,Digital Economy,Commissioner's Cabinet,,2014-12-03,PwCIL (PwC),60402754518-05,Digitale Agenda,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=595cf53f-c018-4fc8-afa0-9d66c289795c&d-6679426-p=39
Markus Schulte,Digital Economy,Commissioner's Cabinet,,2014-12-02,Eurasia Group Ltd,061584915271-94,Debate global policy,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=595cf53f-c018-4fc8-afa0-9d66c289795c&d-6679426-p=39
Bodo Lehmann,Digital Economy,Commissioner's Cabinet,,2014-12-02,Union Internationale des Cinémas (UNIC),74301917747-65,Copyright,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=595cf53f-c018-4fc8-afa0-9d66c289795c&d-6679426-p=39
Eric Mamer,Digital Economy,Commissioner's Cabinet,,2014-12-02,Vodafone Belgium SA (VBSA),90142503473-81,Digital Single Market,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=595cf53f-c018-4fc8-afa0-9d66c289795c&d-6679426-p=39
Emma Udwin,Neighbourhood,Commissioner's Cabinet,,2015-07-06,Vereinigung der österreichischen Industrie - Industriellenvereinigung (IV),89093924456-06,ETS review,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=dee51db7-bb13-4d5e-a753-43f58a567da2
Emma Udwin,Neighbourhood,Commissioner's Cabinet,,2015-06-26,CARE International EU Liaison Office (CI),90237823189-97,Review of European Neighbourhood Policy,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=dee51db7-bb13-4d5e-a753-43f58a567da2
Emma Udwin,Neighbourhood,Commissioner's Cabinet,,2015-06-25,RHI AG,138083013988-72,ETS post 2020,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=dee51db7-bb13-4d5e-a753-43f58a567da2
Kyriacos Charalambous Christine Grau,Neighbourhood,Commissioner's Cabinet,,2015-06-15,Axel Springer SE (AS SE),742417913824-11,"Media situation in Balkans, Digital Single Market and Data Protection",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=dee51db7-bb13-4d5e-a753-43f58a567da2
Christine Grau,Neighbourhood,Commissioner's Cabinet,,2015-06-12,European Institute of Peace (EIP),272784617259-33,Discussions on politiical development - former Yugoslav Republic of Macedonia,"Berlaymont, Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=dee51db7-bb13-4d5e-a753-43f58a567da2
Christine Grau,Neighbourhood,Commissioner's Cabinet,,2015-06-11,European Network of Councils for the Judiciary (ENCJ),45444124056-57,Discussions on development in area of rule of law in Turkey,Berlaymont,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=dee51db7-bb13-4d5e-a753-43f58a567da2
Emma Udwin,Neighbourhood,Commissioner's Cabinet,,2015-06-01,CEMBUREAU - The European Cement Association (CEMBUREAU),93987316076-63,ETS post 2020,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=dee51db7-bb13-4d5e-a753-43f58a567da2
Emma Udwin,Neighbourhood,Commissioner's Cabinet,,2015-06-01,European Chemical Industry Council (Cefic),64879142323-90,ETS post 2020,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=dee51db7-bb13-4d5e-a753-43f58a567da2
Kyriacos Charalambous,Neighbourhood,Commissioner's Cabinet,,2015-04-14,Vereinigung der österreichischen Industrie - Industriellenvereinigung (IV),89093924456-06,Development of Western Balkans,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=dee51db7-bb13-4d5e-a753-43f58a567da2
Christine Grau,Neighbourhood,Commissioner's Cabinet,,2015-04-09,UNITEE AISBL,07875727774-09,General discussion of Economic and political Development in Turkey,"Berlaymont, Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=dee51db7-bb13-4d5e-a753-43f58a567da2
Kyriacos Charalambous,Neighbourhood,Commissioner's Cabinet,,2015-03-31,Delta Holding,257470715719-48,Access negotiations and economic potential of Serbia,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=dee51db7-bb13-4d5e-a753-43f58a567da2&d-6679426-p=2
Emma Udwin,Neighbourhood,Commissioner's Cabinet,,2015-03-17,Association of European Businesses (AEB),849798415326-80,Impact of restrictive measures on EU economic operators in Russia,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=dee51db7-bb13-4d5e-a753-43f58a567da2&d-6679426-p=2
Michael Karnitschnig,Neighbourhood,Commissioner's Cabinet,,2015-03-03,Confederation of Businessmen and Industrialists of Turkiye (TUSKON),05241797002-90,General discussions on political and economic developments in Turkey,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=dee51db7-bb13-4d5e-a753-43f58a567da2&d-6679426-p=2
Michael Karnitschnig,Neighbourhood,Commissioner's Cabinet,,2015-02-23,"IKV, Fondation pour le Développement Economique (IKV)",79585606808-03,General discussions on political and economic developments in Turkey,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=dee51db7-bb13-4d5e-a753-43f58a567da2&d-6679426-p=2
Emma Udwin,Neighbourhood,Commissioner's Cabinet,,2015-02-11,FTI Consulting Belgium,29896393398-67,Discussion with representatives of Nobel Energy on gas fields in the Eastern Mediterranean,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=dee51db7-bb13-4d5e-a753-43f58a567da2&d-6679426-p=2
Emma Udwin,Neighbourhood,Commissioner's Cabinet,,2015-02-03,Grant Thornton International Ltd (GTIL),32374939743-15,Reform in the Ukraine,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=dee51db7-bb13-4d5e-a753-43f58a567da2&d-6679426-p=2
Kyriacos Charalambous,Neighbourhood,Commissioner's Cabinet,,2015-01-28,Delta Holding,257470715719-48,Development prospects of Serbian economy,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=dee51db7-bb13-4d5e-a753-43f58a567da2&d-6679426-p=2
Emma Udwin,Neighbourhood,Commissioner's Cabinet,,2015-01-21,UKRAINIAN LEAGUE OF INDUSTRIALISTS AND ENTREPRENEURS (ULIE),090419715585-36,Discussion how Ukrainian League of Industrialists and Entrepreneurs (Ukrainian business and Ukraine’s largest employer organisation) can support the European Commission and the Support Group for Ukraine in promoting reform efforts in the country,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=dee51db7-bb13-4d5e-a753-43f58a567da2&d-6679426-p=2
Michael Karnitschnig,Neighbourhood,Commissioner's Cabinet,,2014-12-11,Vereinigung der österreichischen Industrie - Industriellenvereinigung (IV),89093924456-06,Economic situation in the EU,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=dee51db7-bb13-4d5e-a753-43f58a567da2&d-6679426-p=2
Hanna Jahns,Neighbourhood,Commissioner's Cabinet,,2014-12-11,European Association for Local Democracy (ALDA),948838114717-56,Governance issues in the neighbourhood,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=dee51db7-bb13-4d5e-a753-43f58a567da2&d-6679426-p=2
Hanna Jahns,Neighbourhood,Commissioner's Cabinet,,2014-12-09,Human Rights Watch (HRW),56362448807-46,Human rights situation in the neighbourhood,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=dee51db7-bb13-4d5e-a753-43f58a567da2&d-6679426-p=3
Michael Karnitschnig,Neighbourhood,Commissioner's Cabinet,,2014-12-09,BP p.l.c. (BP),3394026642-58,Energy issues in the Balkans/neighbourhood,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=dee51db7-bb13-4d5e-a753-43f58a567da2&d-6679426-p=3
Hanna Jahns,Neighbourhood,Commissioner's Cabinet,,2014-12-04,Open Society European Policy Institute (OSEPI),8557515321-37,Governance issues in the neighbourhood,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=dee51db7-bb13-4d5e-a753-43f58a567da2&d-6679426-p=3
Michael Karnitschnig,Neighbourhood,Commissioner's Cabinet,,2014-11-24,American Chamber of Commerce to the European Union (AmCham EU),5265780509-97,Economic development issues,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=dee51db7-bb13-4d5e-a753-43f58a567da2&d-6679426-p=3
Hanna Jahns,Neighbourhood,Commissioner's Cabinet,,2014-11-21,EUROCHAMBRES – Association of European Chambers of Commerce and Industry (eurochambres),0014082722-83,Economic development issues,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=dee51db7-bb13-4d5e-a753-43f58a567da2&d-6679426-p=3
David Mueller,Neighbourhood,Commissioner's Cabinet,,2014-11-12,Airbus Group N.V.,2732167674-76,Economic issues,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=dee51db7-bb13-4d5e-a753-43f58a567da2&d-6679426-p=3
Michael Karnitschnig,Neighbourhood,Commissioner's Cabinet,,2014-11-12,VERBUND AG (VERBUND),09571422185-81,Energy issues in the EU,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=dee51db7-bb13-4d5e-a753-43f58a567da2&d-6679426-p=3
Christian Burgsmueller,Trade,Commissioner's Cabinet,,2015-11-24,Verband Deutscher Maschinen- und Anlagenbau e.V. (VDMA),9765362691-45,TTIP,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663
Nele Eichhorn Maria Asenius,Trade,Commissioner's Cabinet,,2015-11-19,TUSIAD (TUSIAD),38870176589-43,Turkey customs union / TTIP,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663
Maria Asenius Miguel Ceballos Baron,Trade,Commissioner's Cabinet,,2015-11-19,Boehringer Ingelheim,289777818743-24,TTIP,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663
Maria Asenius Cécile Billaux,Trade,Commissioner's Cabinet,,2015-11-18,"Banana Growers Association, Belize (BGA)",063231419493-76,The banana regime,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663
Maria Asenius Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-11-17,The British Chambers of Commerce (BCC),920973215323-23,British referendum / TTIP,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663
Christian Burgsmueller,Trade,Commissioner's Cabinet,,2015-11-17,FINNAIR OYJ,457984316938-16,Aviation package,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663
Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-11-16,Liberty Global PLC. (LGI),82853397708-89,Copyright & content portability,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663
Maria Asenius,Trade,Commissioner's Cabinet,,2015-11-13,European Business Summit Network (EBS),268958411031-65,European Business Summit and their invitation to Commissioner Malmström,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663
Maria Asenius,Trade,Commissioner's Cabinet,,2015-11-12,ORGALIME (ORGALIME),20210641335-88,TTIP,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663
Miguel Ceballos Baron,Trade,Commissioner's Cabinet,,2015-11-12,European agri-cooperatives (COGECA),09586631237-74,Trade in agriculture,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663
Jon Nyman,Trade,Commissioner's Cabinet,,2015-11-10,Citigroup Inc. (Citi),00353757573-57,"Overall trade agenda, TTIP and financial services.","Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=2
Miguel Ceballos Baron,Trade,Commissioner's Cabinet,,2015-11-10,European Dairy Association aisbl (EDA),42967152383-63,Dairy in international markets,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=2
Nele Eichhorn Maria Asenius,Trade,Commissioner's Cabinet,,2015-11-10,Union of Chambers and Commodity Exchanges of Turkey (TOBB),738000419426-61,Modernisation of the EU-Turkey Customs Union / TTIP,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=2
Miguel Ceballos Baron,Trade,Commissioner's Cabinet,,2015-11-04,UNIFE (UNIFE),9624415524-28,Governmental procurement markets,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=2
Christian Burgsmueller,Trade,Commissioner's Cabinet,,2015-10-29,Gasum Oy,759978215122-11,TTIP,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=2
Miguel Ceballos Baron,Trade,Commissioner's Cabinet,,2015-10-29,TOTAL S.A.,1849405799-88,energy sector in China,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=2
Nele Eichhorn Maria Asenius,Trade,Commissioner's Cabinet,,2015-10-28,Polskie Towarzystwo Fotowoltaiki (PV POLAND),043994919296-65,Anti-dumping,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=2
Miguel Ceballos Baron,Trade,Commissioner's Cabinet,,2015-10-28,International Meat Trade Association (IMTA),61890167724-24,Trade in the meat sector,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=2
Christian Burgsmueller,Trade,Commissioner's Cabinet,,2015-10-27,EUROPEAN SERVICES FORUM (ESF),3562594969-02,EU's trade strategy; TTIP,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=2
Christian Burgsmueller,Trade,Commissioner's Cabinet,,2015-10-21,"AT&T, Inc. (AT&T)",92442218459-37,TTIP,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=2
Maria Asenius Christian Burgsmueller,Trade,Commissioner's Cabinet,,2015-10-20,European Retail Round Table (ERRT),15751468852-52,Informed about ERRT and extended invitation to the Commissioner,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=3
Miguel Ceballos Baron,Trade,Commissioner's Cabinet,,2015-10-20,European Meat Network (EMN),407314916469-56,FTA developments in the meat trade sector,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=3
Christian Burgsmueller,Trade,Commissioner's Cabinet,,2015-10-20,Wirtschaftskammer Österreich (WKÖ),10405322962-08,TTIP,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=3
Cécile Billaux,Trade,Commissioner's Cabinet,,2015-10-16,European Generic medicines Association (EGA),48325781850-28,Internal Market strategy,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=3
Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-10-14,"Telefonica, S.A.",52431421-12,Digital trade,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=3
Maria Asenius,Trade,Commissioner's Cabinet,,2015-10-14,Overseas Development Institute (ODI),049228115944-64,New Trade Strategy,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=3
Maria Asenius,Trade,Commissioner's Cabinet,,2015-10-14,Confederation of Norwegian Enterprise (NHO),07442991338-05,New Trade Strategy & TTIP,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=3
Miguel Ceballos Baron,Trade,Commissioner's Cabinet,,2015-10-13,National Cattlemen's Beef Association (NCBA),048817319075-18,EU-US Trade on meat products,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=3
Maria Asenius,Trade,Commissioner's Cabinet,,2015-10-13,BUSINESSEUROPE,3978240953-79,Ukraine Business Summit + more general Trade policy,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=3
Maria Asenius,Trade,Commissioner's Cabinet,,2015-10-13,Conféderation Européenne des Propriétaires Forestiers (CEPF),3647455667-08,Renewables and bio energy,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=3
Maria Asenius Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-10-13,eBay EU liaison office (eBay),40386322300-77,Digital Single Market & SMEs,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=4
Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-10-13,The International Federation of Inspection Agencies (IFIA),840667012559-60,"Regulatory cooperation, mutual recognition and conformity assessment",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=4
Christian Burgsmueller,Trade,Commissioner's Cabinet,,2015-10-08,Zentralverband Elektrotechnik- und Elektronikindustrie e.V. (ZVEI),94770746469-09,Aktueller Stand der FTA Verhandlungen insbes. TTIP und Japan aus Sicht der DG Trade,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=4
Cécile Billaux,Trade,Commissioner's Cabinet,,2015-10-08,Global Witness,10439809375-73,Conflict minerals,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=4
Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-10-06,Mayer Brown Europe-Brussels LLP,878143516137-06,anti-dumping case household aluminum foil,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=4
Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-10-05,Association des Constructeurs Européens d'Automobiles (ACEA),0649790813-47,anti-dumping case on aluminium wheels,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=4
Nele Eichhorn Maria Asenius,Trade,Commissioner's Cabinet,,2015-09-30,Confederation of European Paper Industries (CEPI),72279144480-58,Anti-dumping investigation,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=4
Miguel Ceballos Baron,Trade,Commissioner's Cabinet,,2015-09-25,Carnegie Europe,688089718929-60,EU Trade Strategy in Asia and Americas,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=4
